customer_id,customer_name,gender,age,city,state,country,join_date,customer_segment,join_month,join_year
CUST03102,Daksh Kuruvilla,Female,29.0,Chennai,Tamil Nadu,India,2023-06-23,Small Business,2023-06,2023
CUST00577,Agastya Saran,Female,43.0,Jaipur,Rajasthan,India,2023-04-30,Consumer,2023-04,2023
CUST04013,Balveer Dada,Male,23.0,Bangalore,Karnataka,India,2023-11-06,Home Office,2023-11,2023
CUST07857,Kamya Saini,Male,29.0,New Delhi,Delhi,India,2022-01-04,Small Business,2022-01,2022
CUST00081,Bishakha Kunda,Female,45.0,Lucknow,Uttar Pradesh,India,2022-07-28,Small Business,2022-07,2022
CUST00714,Bishakha Kara,Male,45.0,Pune,Maharashtra,India,2023-01-03,Corporate,2023-01,2023
CUST09441,Peter Bhandari,Female,69.0,Noida,Uttar Pradesh,India,2024-03-30,Corporate,2024-03,2024
CUST04767,Girik Gade,Male,69.0,Faridabad,Haryana,India,2023-02-27,Consumer,2023-02,2023
CUST01685,Pooja Dar,Male,24.0,Amritsar,Punjab,India,2024-05-27,Consumer,2024-05,2024
CUST04915,Vidhi Sandhu,Male,34.0,Kolkata,West Bengal,India,2026-02-02,Home Office,2026-02,2026
CUST05304,Dakshesh Bhat,Male,37.0,Ahmedabad,Gujarat,India,2023-09-18,Home Office,2023-09,2023
CUST05769,Aradhana Raman,Female,23.0,Surat,Gujarat,India,2021-08-30,Consumer,2021-08,2021
CUST06974,Madhavi Ganesh,Male,27.0,Jaipur,Rajasthan,India,2032-01-01,Home Office,2032-01,2032
CUST01191,Neelima Kant,Female,42.0,Gurgaon,Haryana,India,2023-10-01,Consumer,2023-10,2023
CUST05212,Charita Khanna,Female,55.0,Ahmedabad,Gujarat,India,2023-02-14,Consumer,2023-02,2023
CUST05937,Upasna Thaman,Male,47.0,Jaipur,Rajasthan,India,2023-02-14,Consumer,2023-02,2023
CUST07612,Mahika Sant,Female,20.0,Coimbatore,Tamil Nadu,India,2022-03-13,Consumer,2022-03,2022
CUST09623,Yoshita Singh,Female,42.0,Surat,Gujarat,India,2022-04-04,Home Office,2022-04,2022
CUST03280,Jonathan Dugal,Male,26.0,Kanpur,Uttar Pradesh,India,2022-04-18,Consumer,2022-04,2022
CUST00036,Yashoda Grover,Male,44.0,Amritsar,Punjab,India,2026-04-26,Corporate,2026-04,2026
CUST08608,Laksh Chauhan,Male,39.0,Jaipur,Rajasthan,India,2022-08-30,Consumer,2022-08,2022
CUST01218,Krisha Dugar,Female,51.0,Mysore,Karnataka,India,2023-08-26,Consumer,2023-08,2023
CUST06433,Ojas Karan,Female,22.0,Pune,Maharashtra,India,2024-06-17,Corporate,2024-06,2024
CUST04933,Bhavika Taneja,Male,34.0,Amritsar,Punjab,India,2020-12-30,Corporate,2020-12,2020
CUST00322,Gauri Iyengar,Male,43.0,Faridabad,Haryana,India,2024-09-20,Home Office,2024-09,2024
CUST02363,Anthony Yogi,Female,58.0,Jaipur,Rajasthan,India,2022-05-07,Corporate,2022-05,2022
CUST00252,Ishwar Ganesh,Female,43.0,Mumbai,Maharashtra,India,2022-01-21,Home Office,2022-01,2022
CUST09472,Peter Chander,Male,32.0,Kolkata,West Bengal,India,2021-04-25,Consumer,2021-04,2021
CUST01027,Nitara Shenoy,Female,20.0,Kolkata,West Bengal,India,2024-02-18,Small Business,2024-02,2024
CUST05706,Tanveer Nagarajan,Female,58.0,Surat,Gujarat,India,2021-08-14,Consumer,2021-08,2021
CUST06551,Bhavani Raj,Male,69.0,Coimbatore,Tamil Nadu,India,2026-04-11,Small Business,2026-04,2026
CUST04077,Alka Arora,Female,39.0,Jaipur,Rajasthan,India,2025-11-28,Small Business,2025-11,2025
CUST06960,Gaurang Bahri,Female,47.0,Faridabad,Haryana,India,2025-11-11,Small Business,2025-11,2025
CUST06890,George Chhabra,Male,60.0,Pune,Maharashtra,India,2022-07-14,Consumer,2022-07,2022
CUST00108,Nathan Gandhi,Female,43.0,Pune,Maharashtra,India,2021-11-22,Small Business,2021-11,2021
CUST04672,Upma Srinivasan,Female,24.0,Surat,Gujarat,India,2025-10-02,Home Office,2025-10,2025
CUST01209,Dalaja Nori,Male,59.0,Bangalore,Karnataka,India,2024-12-19,Consumer,2024-12,2024
CUST09376,Dipta Bali,Female,63.0,New Delhi,Delhi,India,2022-01-03,Small Business,2022-01,2022
CUST04075,Hemang Ramesh,Female,48.0,Mysore,Karnataka,India,2020-10-25,Corporate,2020-10,2020
CUST03777,Bhavani Kunda,Female,22.0,Lucknow,Uttar Pradesh,India,2024-07-02,Corporate,2024-07,2024
CUST04994,Geetika Parsa,Female,45.0,Noida,Uttar Pradesh,India,2024-08-10,Small Business,2024-08,2024
CUST01200,Qadim Bath,Female,37.0,Chennai,Tamil Nadu,India,2024-05-05,Home Office,2024-05,2024
CUST01670,Yashoda Pillai,Male,54.0,Coimbatore,Tamil Nadu,India,2025-09-30,Consumer,2025-09,2025
CUST08124,Balvan Morar,Female,21.0,Noida,Uttar Pradesh,India,2021-07-10,Corporate,2021-07,2021
CUST08817,Siya Setty,Female,37.0,New Delhi,Delhi,India,2023-10-10,Small Business,2023-10,2023
CUST00417,Ryan Dugar,Male,43.0,Chennai,Tamil Nadu,India,2024-07-31,Home Office,2024-07,2024
CUST05712,Omaja Raj,Female,60.0,Kanpur,Uttar Pradesh,India,2021-12-11,Small Business,2021-12,2021
CUST08075,Simon Solanki,Male,66.0,Ahmedabad,Gujarat,India,2024-05-21,Consumer,2024-05,2024
CUST04327,Vincent Kumer,Female,39.0,Faridabad,Haryana,India,2021-02-20,Home Office,2021-02,2021
CUST08472,Dominic Dhaliwal,Male,35.0,Ahmedabad,Gujarat,India,2023-07-27,Home Office,2023-07,2023
CUST03144,Jasmit Baria,Female,45.0,Kanpur,Uttar Pradesh,India,2026-03-03,Corporate,2026-03,2026
CUST00260,Samaksh Jaggi,Female,45.0,Kanpur,Uttar Pradesh,India,2024-11-18,Home Office,2024-11,2024
CUST04827,Darika Tak,Female,45.0,New Delhi,Delhi,India,2026-06-13,Consumer,2026-06,2026
CUST08475,Adya Kalla,Female,39.0,Chennai,Tamil Nadu,India,2025-04-01,Corporate,2025-04,2025
CUST00040,Xavier Chada,Female,44.0,Gurgaon,Haryana,India,2021-03-28,Small Business,2021-03,2021
CUST02927,Reyansh Nayar,Male,38.0,Mumbai,Maharashtra,India,2024-08-03,Corporate,2024-08,2024
CUST00669,Siya Sengupta,Male,60.0,Bangalore,Karnataka,India,2021-08-09,Corporate,2021-08,2021
CUST01517,Yochana Korpal,Male,38.0,Jaipur,Rajasthan,India,2024-02-14,Corporate,2024-02,2024
CUST06498,Kalpit Merchant,Male,41.0,New Delhi,Delhi,India,2023-04-21,Consumer,2023-04,2023
CUST04824,Mitali Swaminathan,Male,65.0,Jaipur,Rajasthan,India,2024-09-22,Corporate,2024-09,2024
CUST09375,Devika Sem,Male,34.0,New Delhi,Delhi,India,2020-07-11,Home Office,2020-07,2020
CUST05341,Ria Lata,Female,28.0,New Delhi,Delhi,India,2024-07-13,Small Business,2024-07,2024
CUST06453,Bhavani Munshi,Female,61.0,New Delhi,Delhi,India,2025-05-27,Consumer,2025-05,2025
CUST03245,Gabriel Loke,Male,52.0,Faridabad,Haryana,India,2023-09-09,Corporate,2023-09,2023
CUST03858,Rachit Lala,Female,44.0,Gurgaon,Haryana,India,2020-08-06,Home Office,2020-08,2020
CUST09530,Farhan Parsa,Female,31.0,New Delhi,Delhi,India,2025-01-03,Consumer,2025-01,2025
CUST06327,Bhavani Dyal,Female,43.0,Jaipur,Rajasthan,India,2021-08-03,Consumer,2021-08,2021
CUST06903,Ekalinga Dara,Female,20.0,Amritsar,Punjab,India,2025-06-15,Corporate,2025-06,2025
CUST03919,Om Manne,Male,39.0,Amritsar,Punjab,India,2025-10-06,Home Office,2025-10,2025
CUST08068,Mugdha Ratta,Female,63.0,Ahmedabad,Gujarat,India,2021-10-05,Consumer,2021-10,2021
CUST06118,Jeevika Kothari,Male,66.0,Chennai,Tamil Nadu,India,2022-11-05,Small Business,2022-11,2022
CUST07961,Wazir Rajagopal,Female,41.0,Nagpur,Maharashtra,India,2026-01-19,Small Business,2026-01,2026
CUST01331,Arya Thakur,Male,31.0,Mysore,Karnataka,India,2021-04-02,Consumer,2021-04,2021
CUST08482,Ria Dyal,Male,55.0,Jaipur,Rajasthan,India,2022-08-24,Small Business,2022-08,2022
CUST00389,Niharika Anand,Female,21.0,Kolkata,West Bengal,India,2023-08-24,Corporate,2023-08,2023
CUST06033,Hemal Lad,Female,35.0,Kanpur,Uttar Pradesh,India,2021-02-18,Consumer,2021-02,2021
CUST09091,Charita Balakrishnan,Male,36.0,Surat,Gujarat,India,2024-06-24,Consumer,2024-06,2024
CUST07792,Yachana Sridhar,Male,44.0,Mysore,Karnataka,India,2023-08-16,Home Office,2023-08,2023
CUST03929,Krishna Ratta,Male,42.0,Bangalore,Karnataka,India,2023-10-11,Small Business,2023-10,2023
CUST02808,Mitesh Shanker,Male,32.0,Noida,Uttar Pradesh,India,2025-04-05,Home Office,2025-04,2025
CUST02376,Odika Arora,Female,38.0,Surat,Gujarat,India,2025-08-11,Small Business,2025-08,2025
CUST05682,Edhitha Sunder,Female,18.0,Kolkata,West Bengal,India,2025-11-15,Home Office,2025-11,2025
CUST06030,Abeer Vora,Female,61.0,Amritsar,Punjab,India,2023-04-16,Home Office,2023-04,2023
CUST06674,Ria Balasubramanian,Female,44.0,Faridabad,Haryana,India,2021-10-13,Home Office,2021-10,2021
CUST03353,Aachal Sampath,Female,59.0,Faridabad,Haryana,India,2022-12-21,Corporate,2022-12,2022
CUST04289,Hemang Bahri,Male,62.0,Chennai,Tamil Nadu,India,2025-03-28,Consumer,2025-03,2025
CUST08356,Ekapad Hari,Female,62.0,Noida,Uttar Pradesh,India,2022-06-14,Corporate,2022-06,2022
CUST03126,Ubika Ganesan,Female,68.0,Coimbatore,Tamil Nadu,India,2020-07-10,Home Office,2020-07,2020
CUST04837,Jackson Sunder,Female,49.0,New Delhi,Delhi,India,2023-11-12,Corporate,2023-11,2023
CUST02026,Amara Parekh,Female,27.0,Bangalore,Karnataka,India,2021-06-27,Small Business,2021-06,2021
CUST04885,Jagvi Ravi,Female,18.0,Kolkata,West Bengal,India,2025-08-11,Corporate,2025-08,2025
CUST05530,Zaitra Kadakia,Male,23.0,Amritsar,Punjab,India,2022-04-19,Consumer,2022-04,2022
CUST02271,Oviya Bajaj,Female,22.0,Surat,Gujarat,India,2021-07-20,Consumer,2021-07,2021
CUST00304,Aarav Karnik,Female,68.0,Bangalore,Karnataka,India,2026-01-10,Consumer,2026-01,2026
CUST04152,Om Chaudry,Female,21.0,Bangalore,Karnataka,India,2021-10-28,Home Office,2021-10,2021
CUST07140,Eshana Sahni,Male,52.0,Lucknow,Uttar Pradesh,India,2024-03-23,Corporate,2024-03,2024
CUST09465,Watika Gill,Male,66.0,Surat,Gujarat,India,2021-05-30,Consumer,2021-05,2021
CUST03182,Tanvi Wali,Female,53.0,Jaipur,Rajasthan,India,2022-08-26,Home Office,2022-08,2022
CUST05289,Girish Parmer,Female,55.0,Kolkata,West Bengal,India,2026-05-19,Consumer,2026-05,2026
CUST04696,Rachita Mangal,Male,44.0,Jaipur,Rajasthan,India,2023-11-07,Consumer,2023-11,2023
CUST02341,Jyoti Edwin,Male,45.0,Surat,Gujarat,India,2024-10-04,Corporate,2024-10,2024
CUST02749,Laksh Bedi,Female,70.0,Coimbatore,Tamil Nadu,India,2024-04-08,Consumer,2024-04,2024
CUST08518,Nidhi Ghose,Male,31.0,Kolkata,West Bengal,India,2021-01-10,Home Office,2021-01,2021
CUST05269,Sara Chowdhury,Female,56.0,Lucknow,Uttar Pradesh,India,2023-01-22,Consumer,2023-01,2023
CUST03017,Jacob Solanki,Male,31.0,Nagpur,Maharashtra,India,2022-07-11,Consumer,2022-07,2022
CUST02499,Gaurika Cheema,Female,45.0,Lucknow,Uttar Pradesh,India,2025-11-04,Home Office,2025-11,2025
CUST02767,Vedant Dhaliwal,Female,67.0,Kolkata,West Bengal,India,2021-01-01,Corporate,2021-01,2021
CUST08194,Ayushman Raman,Male,31.0,Jaipur,Rajasthan,India,2025-10-27,Consumer,2025-10,2025
CUST08315,Eesha Pau,Male,43.0,Kanpur,Uttar Pradesh,India,2021-02-11,Home Office,2021-02,2021
CUST06782,Faris Parekh,Male,59.0,Surat,Gujarat,India,2024-05-25,Small Business,2024-05,2024
CUST03689,Mahika Kulkarni,Male,66.0,Chennai,Tamil Nadu,India,2024-06-07,Home Office,2024-06,2024
CUST02246,Amaira Cherian,Male,35.0,New Delhi,Delhi,India,2021-09-18,Consumer,2021-09,2021
CUST09826,Divya Jaggi,Female,64.0,Surat,Gujarat,India,2025-01-27,Consumer,2025-01,2025
CUST06838,Xiti Dayal,Female,44.0,Coimbatore,Tamil Nadu,India,2022-05-05,Home Office,2022-05,2022
CUST01738,Saanvi Peri,Female,26.0,Gurgaon,Haryana,India,2021-10-03,Corporate,2021-10,2021
CUST07960,Jatin Magar,Female,40.0,Gurgaon,Haryana,India,2025-06-14,Small Business,2025-06,2025
CUST09023,Ethan Ratti,Female,24.0,Kolkata,West Bengal,India,2021-04-15,Home Office,2021-04,2021
CUST01146,Tara Ravel,Female,30.0,Ahmedabad,Gujarat,India,2025-02-08,Consumer,2025-02,2025
CUST03411,Ekta Grover,Male,43.0,Gurgaon,Haryana,India,2025-10-15,Corporate,2025-10,2025
CUST02907,Gautam Mall,Male,57.0,Kolkata,West Bengal,India,2021-05-10,Consumer,2021-05,2021
CUST03155,Chandran Walia,Female,45.0,New Delhi,Delhi,India,2024-04-17,Small Business,2024-04,2024
CUST08250,Aachal Golla,Male,44.0,Coimbatore,Tamil Nadu,India,2025-03-07,Home Office,2025-03,2025
CUST06608,Zansi Agrawal,Female,50.0,Ludhiana,Punjab,India,2022-06-13,Home Office,2022-06,2022
CUST08721,Saumya Sankaran,Female,50.0,Gurgaon,Haryana,India,2024-11-20,Corporate,2024-11,2024
CUST04682,Aditya Bora,Male,40.0,New Delhi,Delhi,India,2023-06-20,Small Business,2023-06,2023
CUST08147,Rayaan Lata,Female,48.0,Faridabad,Haryana,India,2022-05-20,Corporate,2022-05,2022
CUST07441,Kashvi Ganesan,Male,50.0,Mumbai,Maharashtra,India,2024-05-23,Small Business,2024-05,2024
CUST09739,Champak Shanker,Female,26.0,Mysore,Karnataka,India,2025-06-07,Home Office,2025-06,2025
CUST04772,Rushil Roy,Male,39.0,Ahmedabad,Gujarat,India,2025-02-01,Consumer,2025-02,2025
CUST00959,Urvi Sethi,Female,43.0,Ludhiana,Punjab,India,2022-02-21,Consumer,2022-02,2022
CUST02628,Zayan Vohra,Female,43.0,Mumbai,Maharashtra,India,2026-02-14,Corporate,2026-02,2026
CUST04023,Fitan Sha,Female,52.0,Kolkata,West Bengal,India,2021-05-27,Consumer,2021-05,2021
CUST08848,Zehaan Barman,Female,43.0,Coimbatore,Tamil Nadu,India,2025-12-13,Home Office,2025-12,2025
CUST01091,Aadi Srinivas,Female,65.0,Kolkata,West Bengal,India,2020-08-20,Corporate,2020-08,2020
CUST04935,Hredhaan Bhatia,Male,20.0,Coimbatore,Tamil Nadu,India,2025-11-24,Corporate,2025-11,2025
CUST00451,Diya Walia,Female,51.0,Mumbai,Maharashtra,India,2024-08-03,Corporate,2024-08,2024
CUST00312,Ati Varma,Female,44.0,Ahmedabad,Gujarat,India,2024-02-15,Small Business,2024-02,2024
CUST04240,Patrick Barad,Female,41.0,Mysore,Karnataka,India,2021-01-28,Small Business,2021-01,2021
CUST08116,Eta Singhal,Female,43.0,New Delhi,Delhi,India,2023-09-18,Corporate,2023-09,2023
CUST04181,George Prasad,Male,28.0,Jaipur,Rajasthan,India,2024-03-27,Home Office,2024-03,2024
CUST00097,Ladli Loyal,Male,44.0,Amritsar,Punjab,India,2024-12-31,Small Business,2024-12,2024
CUST03020,Nitesh Mutti,Male,67.0,Ahmedabad,Gujarat,India,2024-03-14,Home Office,2024-03,2024
CUST09806,Arin Yogi,Male,30.0,New Delhi,Delhi,India,2024-04-06,Consumer,2024-04,2024
CUST00766,Kiaan Mani,Female,44.0,Mysore,Karnataka,India,2022-06-25,Small Business,2022-06,2022
CUST00120,Siya Bora,Male,44.0,Kolkata,West Bengal,India,2025-05-16,Consumer,2025-05,2025
CUST00511,Megha Vala,Male,44.0,Kolkata,West Bengal,India,2025-06-23,Consumer,2025-06,2025
CUST09831,Vinaya Gera,Female,54.0,Lucknow,Uttar Pradesh,India,2026-01-04,Home Office,2026-01,2026
CUST01938,Champak Nair,Female,37.0,Gurgaon,Haryana,India,2024-09-10,Small Business,2024-09,2024
CUST00034,Chanakya Radhakrishnan,Female,44.0,Gurgaon,Haryana,India,2021-04-20,Small Business,2021-04,2021
CUST08144,Sneha Vig,Male,50.0,Surat,Gujarat,India,2023-02-12,Consumer,2023-02,2023
CUST03845,Oscar Dhaliwal,Female,63.0,Amritsar,Punjab,India,2024-09-13,Consumer,2024-09,2024
CUST07282,Pahal Rao,Male,50.0,Coimbatore,Tamil Nadu,India,2025-12-27,Consumer,2025-12,2025
CUST07029,Geetika Dara,Male,62.0,Kanpur,Uttar Pradesh,India,2022-08-03,Home Office,2022-08,2022
CUST09546,Kevin Goel,Female,42.0,Mumbai,Maharashtra,India,2023-05-12,Small Business,2023-05,2023
CUST05805,Arya Lanka,Male,62.0,Lucknow,Uttar Pradesh,India,2023-03-12,Home Office,2023-03,2023
CUST09225,Girindra Hans,Male,25.0,Ludhiana,Punjab,India,2023-11-28,Consumer,2023-11,2023
CUST06687,Bhavna Buch,Female,39.0,Jaipur,Rajasthan,India,2024-03-15,Home Office,2024-03,2024
CUST00966,Robert Din,Female,69.0,Nagpur,Maharashtra,India,2023-10-12,Corporate,2023-10,2023
CUST09940,Janya Lall,Male,68.0,Kanpur,Uttar Pradesh,India,2024-12-17,Consumer,2024-12,2024
CUST02115,Bakhshi Rama,Male,41.0,Jaipur,Rajasthan,India,2024-06-11,Corporate,2024-06,2024
CUST02928,Rachana Chadha,Female,44.0,Mysore,Karnataka,India,2024-03-25,Small Business,2024-03,2024
CUST01513,Zarna Basu,Male,42.0,Lucknow,Uttar Pradesh,India,2022-06-26,Home Office,2022-06,2022
CUST01609,Sachi Tella,Female,25.0,New Delhi,Delhi,India,2022-12-18,Small Business,2022-12,2022
CUST00032,Meghana Chowdhury,Male,43.0,Chennai,Tamil Nadu,India,2023-07-28,Small Business,2023-07,2023
CUST05724,Hamsini Nagar,Female,44.0,New Delhi,Delhi,India,2020-12-12,Corporate,2020-12,2020
CUST01618,Sara Anand,Female,60.0,Mysore,Karnataka,India,2021-10-28,Small Business,2021-10,2021
CUST00030,Chatura Wali,Female,44.0,Gurgaon,Haryana,India,2023-02-14,Consumer,2023-02,2023
CUST08600,Vedhika Bajaj,Male,54.0,Kolkata,West Bengal,India,2022-11-07,Small Business,2022-11,2022
CUST09588,Turvi Wadhwa,Female,27.0,Kolkata,West Bengal,India,2024-09-22,Consumer,2024-09,2024
CUST06804,Hardik Kalla,Female,68.0,Faridabad,Haryana,India,2025-11-06,Home Office,2025-11,2025
CUST08789,Oscar Agate,Female,35.0,Surat,Gujarat,India,2025-06-30,Home Office,2025-06,2025
CUST06988,Yoshita Wadhwa,Female,29.0,Chennai,Tamil Nadu,India,2020-07-23,Small Business,2020-07,2020
CUST00107,Peter Om,Male,43.0,Coimbatore,Tamil Nadu,India,2020-11-01,Corporate,2020-11,2020
CUST01384,Vinaya Narayanan,Female,37.0,New Delhi,Delhi,India,2023-05-31,Home Office,2023-05,2023
CUST08604,Lipika Murthy,Female,40.0,Bangalore,Karnataka,India,2020-07-07,Consumer,2020-07,2020
CUST03498,Vedika Jha,Male,22.0,Gurgaon,Haryana,India,2024-12-08,Consumer,2024-12,2024
CUST04979,Krish Samra,Female,19.0,Amritsar,Punjab,India,2021-04-26,Home Office,2021-04,2021
CUST05876,Sai Samra,Female,51.0,Surat,Gujarat,India,2020-09-27,Small Business,2020-09,2020
CUST06735,Nidra Srinivasan,Male,48.0,Ludhiana,Punjab,India,2022-04-28,Consumer,2022-04,2022
CUST00622,Charvi Soni,Male,45.0,Nagpur,Maharashtra,India,2023-08-20,Consumer,2023-08,2023
CUST05815,Madhav Yadav,Female,44.0,Kolkata,West Bengal,India,2021-05-11,Small Business,2021-05,2021
CUST02587,Yash Goyal,Male,58.0,Jaipur,Rajasthan,India,2020-10-11,Consumer,2020-10,2020
CUST04798,Aarini Rajagopalan,Male,33.0,Kolkata,West Bengal,India,2026-03-22,Small Business,2026-03,2026
CUST05422,Azad Choudhary,Female,47.0,Kolkata,West Bengal,India,2025-12-11,Small Business,2025-12,2025
CUST06776,Omaja Chauhan,Female,30.0,Ludhiana,Punjab,India,2024-05-03,Corporate,2024-05,2024
CUST05595,Brijesh Madan,Female,29.0,Amritsar,Punjab,India,2021-12-02,Consumer,2021-12,2021
CUST01340,Aradhana Kamdar,Male,28.0,Bangalore,Karnataka,India,2022-03-18,Corporate,2022-03,2022
CUST03596,Jagdish Bora,Female,33.0,Ahmedabad,Gujarat,India,2021-04-10,Corporate,2021-04,2021
CUST00294,Elijah Kalla,Male,41.0,Amritsar,Punjab,India,2023-01-15,Home Office,2023-01,2023
CUST02329,Suhani Kapadia,Female,65.0,Mysore,Karnataka,India,2024-05-06,Corporate,2024-05,2024
CUST09868,Yashica Dalal,Male,66.0,Kolkata,West Bengal,India,2020-12-01,Small Business,2020-12,2020
CUST07462,Frado Johal,Male,49.0,New Delhi,Delhi,India,2025-12-18,Consumer,2025-12,2025
CUST09535,Mitali Singhal,Female,51.0,Jaipur,Rajasthan,India,2023-04-29,Corporate,2023-04,2023
CUST06947,Omya Rau,Female,28.0,Coimbatore,Tamil Nadu,India,2022-09-04,Small Business,2022-09,2022
CUST01514,Raghav Taneja,Male,45.0,Ahmedabad,Gujarat,India,2024-04-12,Corporate,2024-04,2024
CUST00374,Samar Choudhury,Male,69.0,Noida,Uttar Pradesh,India,2025-04-12,Small Business,2025-04,2025
CUST04681,Onkar Kuruvilla,Male,29.0,Bangalore,Karnataka,India,2020-09-21,Home Office,2020-09,2020
CUST09873,Rayaan Ganesan,Male,39.0,Jaipur,Rajasthan,India,2026-01-13,Home Office,2026-01,2026
CUST05073,Priya Batra,Female,50.0,Ludhiana,Punjab,India,2026-05-09,Corporate,2026-05,2026
CUST01255,Rudra Dani,Male,20.0,Amritsar,Punjab,India,2025-11-04,Consumer,2025-11,2025
CUST02849,Ishanvi Uppal,Female,24.0,Kanpur,Uttar Pradesh,India,2024-03-24,Consumer,2024-03,2024
CUST06026,Farhan Kalla,Female,28.0,New Delhi,Delhi,India,2021-01-14,Small Business,2021-01,2021
CUST03371,Jagrati Sidhu,Female,47.0,Ludhiana,Punjab,India,2024-01-27,Consumer,2024-01,2024
CUST05697,Ronith Bassi,Female,44.0,Gurgaon,Haryana,India,2025-09-19,Corporate,2025-09,2025
CUST02305,Advik Borde,Male,44.0,Kolkata,West Bengal,India,2021-07-20,Corporate,2021-07,2021
CUST04061,Vritti Walia,Male,38.0,Kolkata,West Bengal,India,2021-11-08,Home Office,2021-11,2021
CUST04603,Janya Goyal,Female,41.0,Mumbai,Maharashtra,India,2026-05-18,Small Business,2026-05,2026
CUST08573,Geetika Srinivas,Male,52.0,Bangalore,Karnataka,India,2024-08-14,Home Office,2024-08,2024
CUST03530,Brinda Sangha,Female,42.0,New Delhi,Delhi,India,2023-08-25,Home Office,2023-08,2023
CUST07825,Brinda Khurana,Male,43.0,Mysore,Karnataka,India,2025-12-05,Corporate,2025-12,2025
CUST08391,Janaki Karpe,Female,56.0,Jaipur,Rajasthan,India,2021-08-10,Small Business,2021-08,2021
CUST01627,Nidhi Parmar,Female,45.0,Ludhiana,Punjab,India,2025-10-14,Corporate,2025-10,2025
CUST03061,Xalak Shenoy,Female,28.0,Mysore,Karnataka,India,2026-07-02,Consumer,2026-07,2026
